protein,calories,diet_type,dietary_restrictions,allergy_note,goal,session_minutes,fitness_level,activity_level,current_weight,target_calories,weeks,avg_daily_steps,bmi,resting_heart_rate,weekly_workouts,diet_quality,meal_recommendation,workout_recommendation,fitness_level_class,predicted_weight,workout_exercises,meal_highlights,fitness_guidance
13.65,290.14,veg,none,,maintenance,29,advanced,low,72.13,2363.76,16,16639.63,23.3,92.32,5,poor,Veggie Brown Rice Plate,Hybrid Endurance Strength,beginner,71.93,Front Squat|Pull-Ups|Farmer Carry|Stationary Bike Intervals|Hanging Knee Raises,Brown rice with mixed vegetables and legumes.,"Focus on form, 3 sessions/week, and progressive consistency."
49.89,890.63,veg,none,,maintenance,57,advanced,low,83.1,3170.32,19,6881.0,22.95,80.54,10,good,Veggie Brown Rice Plate,Hybrid Endurance Strength,intermediate,86.61,Front Squat|Pull-Ups|Farmer Carry|Stationary Bike Intervals|Hanging Knee Raises,Brown rice with mixed vegetables and legumes.,Use progressive overload and mix strength with conditioning.
37.25,810.69,non_veg,shellfish_allergy,,fat_loss,21,intermediate,low,101.7,1839.79,13,8543.99,30.49,81.27,11,average,Lean Chicken Veg Plate,Express Bodyweight Burner,beginner,102.68,Jumping Jacks|Push-Ups|Air Squats|Mountain Climbers|Plank Hold,Shellfish-free lean chicken and vegetable plate.,"Focus on form, 3 sessions/week, and progressive consistency."
45.52,769.6,non_veg,none,,maintenance,63,intermediate,high,95.52,1821.55,21,8216.38,20.42,51.27,0,poor,Turkey Rice Bowl,Strength and Cardio Mix,intermediate,93.12,Dumbbell Squat to Press|Assault Bike|Seated Cable Row|Step-Ups|Russian Twists,Lean turkey with rice and roasted vegetables.,Use progressive overload and mix strength with conditioning.
49.21,290.24,veg,lactose_intolerance,,maintenance,25,beginner,moderate,82.51,3059.86,11,5026.9,24.75,67.74,8,good,Veggie Brown Rice Plate,Express Bodyweight Burner,advanced,84.36,Jumping Jacks|Push-Ups|Air Squats|Mountain Climbers|Plank Hold,Brown rice with mixed vegetables and legumes.,"Periodize training, recover well, and target performance blocks."
50.3,335.18,non_veg,none,,fat_loss,38,beginner,high,103.74,1676.78,8,5236.43,24.63,68.69,6,good,Turkey Lettuce Wrap,Sprint Interval Circuit,advanced,102.96,Treadmill Sprint|Walking Recovery|Jump Squats|Push-Up to T Rotation|Plank Knee Drive,Low-calorie turkey wraps with crunchy lettuce.,"Periodize training, recover well, and target performance blocks."
45.89,290.15,non_veg,egg_allergy,,fat_loss,66,advanced,moderate,59.89,2987.04,17,8822.45,27.62,53.9,12,poor,Turkey Lettuce Wrap,Athlete HIIT Blast,intermediate,61.94,Sprint Intervals|Box Jumps|Burpee Broad Jumps|Medicine Ball Slams|Skater Hops,Low-calorie turkey wraps with crunchy lettuce.,Use progressive overload and mix strength with conditioning.
38.8,352.59,non_veg,lactose_intolerance,,maintenance,32,beginner,low,48.16,2426.24,4,16261.99,19.11,62.78,8,average,Turkey Rice Bowl,Mobility and Core Flow,intermediate,48.29,Cat-Cow Stretch|World's Greatest Stretch|Side Plank|Bird Dog|Glute Bridge March,Lean turkey with rice and roasted vegetables.,Use progressive overload and mix strength with conditioning.
30.56,726.53,veg,egg_allergy,,maintenance,34,intermediate,low,50.62,2644.75,12,16426.82,35.88,60.02,3,poor,Chickpea Spinach Stir Fry,Strength and Cardio Mix,beginner,50.26,Dumbbell Squat to Press|Assault Bike|Seated Cable Row|Step-Ups|Russian Twists,Plant-protein chickpeas with sauteed spinach.,"Focus on form, 3 sessions/week, and progressive consistency."
16.24,434.29,veg,none,,fat_loss,20,intermediate,moderate,100.86,1895.96,13,7775.37,21.99,58.03,3,poor,Lentil Greens Salad,Express Bodyweight Burner,beginner,100.19,Jumping Jacks|Push-Ups|Air Squats|Mountain Climbers|Plank Hold,High-fiber lentils with leafy greens and lemon dressing.,"Focus on form, 3 sessions/week, and progressive consistency."
33.87,474.7,veg,none,,muscle,72,intermediate,high,105.95,2356.07,13,3710.99,18.82,85.63,9,average,Tofu Power Bowl,Upper Lower Strength Split,intermediate,105.72,Barbell Bench Press|Romanian Deadlift|Lat Pulldown|Walking Lunges|Dumbbell Shoulder Press,"Balanced tofu bowl with quinoa, greens, and seeds.",Use progressive overload and mix strength with conditioning.
16.07,514.16,non_veg,none,,fat_loss,20,intermediate,moderate,111.51,2582.35,12,3458.85,31.73,53.11,8,poor,Grilled Fish Salad,Express Bodyweight Burner,beginner,112.91,Jumping Jacks|Push-Ups|Air Squats|Mountain Climbers|Plank Hold,Omega-rich fish with fresh vegetables and olive oil.,"Focus on form, 3 sessions/week, and progressive consistency."
43.07,485.16,veg,none,,muscle,81,beginner,low,79.48,2022.86,22,5232.09,31.33,75.04,8,poor,High-Protein Chickpea Stir Fry,Volume Hypertrophy Session,beginner,80.21,Leg Press|Incline Dumbbell Press|Chest-Supported Row|Seated Leg Curl|Cable Lateral Raise,High-protein chickpea meal for muscle gain.,"Focus on form, 3 sessions/week, and progressive consistency."
19.77,822.17,veg,gluten_intolerance|shellfish_allergy,,maintenance,72,intermediate,high,103.37,2272.04,4,10727.51,26.73,93.3,12,good,Quinoa Vegetable Plate,Strength and Cardio Mix,advanced,103.31,Dumbbell Squat to Press|Assault Bike|Seated Cable Row|Step-Ups|Russian Twists,Gluten-aware quinoa plate with seasonal vegetables.,"Periodize training, recover well, and target performance blocks."
45.23,451.18,veg,nut_allergy,,maintenance,53,beginner,high,106.71,1567.27,21,7221.32,22.47,79.41,4,average,Veggie Brown Rice Plate,Mobility and Core Flow,intermediate,103.55,Cat-Cow Stretch|World's Greatest Stretch|Side Plank|Bird Dog|Glute Bridge March,Brown rice with mixed vegetables and legumes.,Use progressive overload and mix strength with conditioning.
32.1,473.78,veg,none,,maintenance,81,intermediate,low,89.87,1854.35,9,4246.46,25.32,55.53,2,average,Veggie Brown Rice Plate,Strength and Cardio Mix,beginner,90.23,Dumbbell Squat to Press|Assault Bike|Seated Cable Row|Step-Ups|Russian Twists,Brown rice with mixed vegetables and legumes.,"Focus on form, 3 sessions/week, and progressive consistency."
44.41,491.83,non_veg,none,,maintenance,65,advanced,high,65.44,3197.23,22,2692.52,19.26,53.45,10,average,Turkey Rice Bowl,Hybrid Endurance Strength,advanced,67.24,Front Squat|Pull-Ups|Farmer Carry|Stationary Bike Intervals|Hanging Knee Raises,Lean turkey with rice and roasted vegetables.,"Periodize training, recover well, and target performance blocks."
24.7,881.92,veg,shellfish_allergy|soy_allergy,,muscle,55,beginner,moderate,108.36,2933.28,9,6183.47,28.75,71.17,0,good,Tofu Power Bowl,Full Body Strength Basics,beginner,110.31,Goblet Squat|Incline Push-Up|Dumbbell Row|Hip Bridge|Dead Bug,"Balanced tofu bowl with quinoa, greens, and seeds.","Focus on form, 3 sessions/week, and progressive consistency."
18.66,534.4,veg,shellfish_allergy,,muscle,47,intermediate,low,83.44,2023.29,11,4479.7,32.17,67.41,12,poor,Tofu Power Bowl,Upper Lower Strength Split,beginner,84.38,Barbell Bench Press|Romanian Deadlift|Lat Pulldown|Walking Lunges|Dumbbell Shoulder Press,"Balanced tofu bowl with quinoa, greens, and seeds.","Focus on form, 3 sessions/week, and progressive consistency."
21.83,271.07,non_veg,lactose_intolerance,,muscle,75,beginner,moderate,79.65,1849.16,5,3225.81,22.29,89.17,10,good,Dairy-Free Protein Bowl,Volume Hypertrophy Session,intermediate,79.4,Leg Press|Incline Dumbbell Press|Chest-Supported Row|Seated Leg Curl|Cable Lateral Raise,Lactose-safe protein meal without milk products.,Use progressive overload and mix strength with conditioning.
51.21,356.38,veg,none,,muscle,49,beginner,low,71.77,1354.7,2,8850.96,27.23,68.51,10,poor,High-Protein Chickpea Stir Fry,Full Body Strength Basics,beginner,71.74,Goblet Squat|Incline Push-Up|Dumbbell Row|Hip Bridge|Dead Bug,High-protein chickpea meal for muscle gain.,"Focus on form, 3 sessions/week, and progressive consistency."
32.43,355.84,veg,lactose_intolerance,,fat_loss,72,beginner,moderate,56.59,2599.14,2,11376.58,22.0,75.02,10,good,Lentil Greens Salad,HIIT Starter Circuit,advanced,57.53,High Knees|Bodyweight Squats|Burpees|Plank Shoulder Taps|Alternating Reverse Lunges,High-fiber lentils with leafy greens and lemon dressing.,"Periodize training, recover well, and target performance blocks."
12.93,882.5,veg,none,,fat_loss,47,intermediate,low,107.97,3086.09,7,5240.16,32.26,56.21,5,poor,Lentil Greens Salad,Metabolic Conditioning,beginner,109.15,Kettlebell Swings|Thrusters|Rowing Intervals|Box Step-Ups|Battle Ropes,High-fiber lentils with leafy greens and lemon dressing.,"Focus on form, 3 sessions/week, and progressive consistency."
45.61,857.87,non_veg,none,,muscle,64,beginner,high,81.67,2715.72,6,14785.52,34.39,72.15,7,good,High-Protein Grilled Chicken,Full Body Strength Basics,intermediate,81.54,Goblet Squat|Incline Push-Up|Dumbbell Row|Hip Bridge|Dead Bug,High-protein grilled chicken with vegetables.,Use progressive overload and mix strength with conditioning.
45.3,432.16,non_veg,egg_allergy|nut_allergy,,muscle,79,beginner,moderate,74.25,3100.57,11,11591.92,29.85,75.96,9,poor,High-Protein Grilled Chicken,Volume Hypertrophy Session,beginner,74.94,Leg Press|Incline Dumbbell Press|Chest-Supported Row|Seated Leg Curl|Cable Lateral Raise,High-protein grilled chicken with vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
53.14,783.62,non_veg,gluten_intolerance,,muscle,63,beginner,high,99.86,2224.65,22,12407.3,21.55,83.18,3,good,High-Protein Grilled Chicken,Full Body Strength Basics,intermediate,97.15,Goblet Squat|Incline Push-Up|Dumbbell Row|Hip Bridge|Dead Bug,High-protein grilled chicken with vegetables.,Use progressive overload and mix strength with conditioning.
44.53,386.15,veg,none,,maintenance,25,beginner,moderate,64.53,1743.48,16,6458.85,20.97,73.41,8,good,Veggie Brown Rice Plate,Express Bodyweight Burner,advanced,64.04,Jumping Jacks|Push-Ups|Air Squats|Mountain Climbers|Plank Hold,Brown rice with mixed vegetables and legumes.,"Periodize training, recover well, and target performance blocks."
49.45,665.2,veg,nut_allergy,,maintenance,49,advanced,low,99.38,1591.65,24,7080.99,18.46,50.86,9,average,Veggie Brown Rice Plate,Hybrid Endurance Strength,intermediate,98.33,Front Squat|Pull-Ups|Farmer Carry|Stationary Bike Intervals|Hanging Knee Raises,Brown rice with mixed vegetables and legumes.,Use progressive overload and mix strength with conditioning.
38.71,522.99,veg,none,,muscle,69,advanced,moderate,103.02,2810.99,15,13996.11,31.37,80.26,12,poor,Tofu Power Bowl,Push Pull Legs Intense,beginner,103.18,Barbell Back Squat|Bench Press|Bent-Over Row|Overhead Press|Conventional Deadlift,"Balanced tofu bowl with quinoa, greens, and seeds.","Focus on form, 3 sessions/week, and progressive consistency."
15.6,775.58,veg,none,,muscle,71,advanced,moderate,57.58,2834.45,21,14822.94,30.88,58.79,1,poor,Tofu Power Bowl,Push Pull Legs Intense,beginner,58.08,Barbell Back Squat|Bench Press|Bent-Over Row|Overhead Press|Conventional Deadlift,"Balanced tofu bowl with quinoa, greens, and seeds.","Focus on form, 3 sessions/week, and progressive consistency."
50.54,353.8,veg,egg_allergy,,fat_loss,80,advanced,low,113.54,1837.07,10,4799.1,28.92,92.61,3,average,Chickpea Spinach Stir Fry,Athlete HIIT Blast,beginner,114.15,Sprint Intervals|Box Jumps|Burpee Broad Jumps|Medicine Ball Slams|Skater Hops,Plant-protein chickpeas with sauteed spinach.,"Focus on form, 3 sessions/week, and progressive consistency."
43.88,253.32,veg,soy_allergy,,maintenance,29,beginner,low,96.74,1987.67,10,8629.87,21.73,89.29,12,good,Veggie Brown Rice Plate,Mobility and Core Flow,intermediate,97.07,Cat-Cow Stretch|World's Greatest Stretch|Side Plank|Bird Dog|Glute Bridge March,Brown rice with mixed vegetables and legumes.,Use progressive overload and mix strength with conditioning.
33.59,547.47,veg,gluten_intolerance,,fat_loss,85,beginner,moderate,105.96,3009.62,14,12090.07,27.62,49.53,6,poor,Quinoa Vegetable Plate,HIIT Starter Circuit,beginner,106.98,High Knees|Bodyweight Squats|Burpees|Plank Shoulder Taps|Alternating Reverse Lunges,Gluten-aware quinoa plate with seasonal vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
20.55,861.64,veg,egg_allergy|gluten_intolerance,,muscle,83,beginner,moderate,74.09,2670.49,20,9646.81,32.5,87.93,2,average,Quinoa Vegetable Plate,Volume Hypertrophy Session,beginner,74.86,Leg Press|Incline Dumbbell Press|Chest-Supported Row|Seated Leg Curl|Cable Lateral Raise,Gluten-aware quinoa plate with seasonal vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
47.53,489.17,non_veg,none,,maintenance,63,beginner,moderate,113.72,1422.74,13,5368.38,27.19,79.21,3,average,Turkey Rice Bowl,Mobility and Core Flow,beginner,112.79,Cat-Cow Stretch|World's Greatest Stretch|Side Plank|Bird Dog|Glute Bridge March,Lean turkey with rice and roasted vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
46.9,335.54,veg,none,,maintenance,48,intermediate,low,83.69,2718.82,6,12882.48,32.58,56.98,6,average,Veggie Brown Rice Plate,Strength and Cardio Mix,beginner,84.03,Dumbbell Squat to Press|Assault Bike|Seated Cable Row|Step-Ups|Russian Twists,Brown rice with mixed vegetables and legumes.,"Focus on form, 3 sessions/week, and progressive consistency."
35.84,892.3,non_veg,none,,maintenance,69,intermediate,moderate,55.39,2593.42,8,12002.04,23.8,52.98,0,poor,Turkey Rice Bowl,Strength and Cardio Mix,beginner,55.02,Dumbbell Squat to Press|Assault Bike|Seated Cable Row|Step-Ups|Russian Twists,Lean turkey with rice and roasted vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
40.31,692.43,veg,none,,fat_loss,59,advanced,low,112.27,1427.64,23,8069.68,20.95,93.69,12,average,Lentil Greens Salad,Athlete HIIT Blast,intermediate,111.34,Sprint Intervals|Box Jumps|Burpee Broad Jumps|Medicine Ball Slams|Skater Hops,High-fiber lentils with leafy greens and lemon dressing.,Use progressive overload and mix strength with conditioning.
27.52,780.33,non_veg,nut_allergy,,maintenance,78,intermediate,moderate,89.37,2046.14,9,5509.95,31.36,85.08,9,poor,Turkey Rice Bowl,Strength and Cardio Mix,beginner,88.98,Dumbbell Squat to Press|Assault Bike|Seated Cable Row|Step-Ups|Russian Twists,Lean turkey with rice and roasted vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
25.76,720.44,veg,none,,fat_loss,35,advanced,low,104.34,3197.54,14,4010.63,34.77,53.42,3,average,Lentil Greens Salad,Athlete HIIT Blast,beginner,107.65,Sprint Intervals|Box Jumps|Burpee Broad Jumps|Medicine Ball Slams|Skater Hops,High-fiber lentils with leafy greens and lemon dressing.,"Focus on form, 3 sessions/week, and progressive consistency."
20.12,462.55,veg,none,,muscle,20,advanced,moderate,74.73,2085.22,4,3628.63,30.28,90.67,6,average,Tofu Power Bowl,Express Bodyweight Burner,beginner,74.21,Jumping Jacks|Push-Ups|Air Squats|Mountain Climbers|Plank Hold,"Balanced tofu bowl with quinoa, greens, and seeds.","Focus on form, 3 sessions/week, and progressive consistency."
52.77,586.19,veg,none,,maintenance,63,intermediate,moderate,95.09,2270.69,4,10665.81,21.85,70.3,9,poor,Veggie Brown Rice Plate,Strength and Cardio Mix,intermediate,95.03,Dumbbell Squat to Press|Assault Bike|Seated Cable Row|Step-Ups|Russian Twists,Brown rice with mixed vegetables and legumes.,Use progressive overload and mix strength with conditioning.
32.62,435.39,veg,none,,maintenance,40,intermediate,low,61.55,3123.19,17,14884.46,25.7,73.99,3,average,Veggie Brown Rice Plate,Strength and Cardio Mix,beginner,63.48,Dumbbell Squat to Press|Assault Bike|Seated Cable Row|Step-Ups|Russian Twists,Brown rice with mixed vegetables and legumes.,"Focus on form, 3 sessions/week, and progressive consistency."
34.76,479.98,veg,none,,maintenance,75,beginner,high,90.81,1416.75,15,3570.36,30.08,80.09,11,poor,Veggie Brown Rice Plate,Mobility and Core Flow,intermediate,89.52,Cat-Cow Stretch|World's Greatest Stretch|Side Plank|Bird Dog|Glute Bridge March,Brown rice with mixed vegetables and legumes.,Use progressive overload and mix strength with conditioning.
38.84,775.32,non_veg,gluten_intolerance,,maintenance,36,intermediate,moderate,112.37,2083.17,16,11228.13,26.64,57.96,6,average,Chicken Quinoa Plate,Strength and Cardio Mix,intermediate,111.52,Dumbbell Squat to Press|Assault Bike|Seated Cable Row|Step-Ups|Russian Twists,Lean chicken with quinoa and mixed vegetables.,Use progressive overload and mix strength with conditioning.
35.01,878.04,non_veg,gluten_intolerance|soy_allergy,,maintenance,20,advanced,moderate,99.11,2296.7,5,13949.73,21.55,89.52,9,average,Chicken Quinoa Plate,Express Bodyweight Burner,intermediate,98.72,Jumping Jacks|Push-Ups|Air Squats|Mountain Climbers|Plank Hold,Lean chicken with quinoa and mixed vegetables.,Use progressive overload and mix strength with conditioning.
50.65,597.13,veg,lactose_intolerance,,muscle,69,advanced,low,48.84,2606.11,21,8798.59,28.85,84.9,4,average,High-Protein Chickpea Stir Fry,Push Pull Legs Intense,beginner,50.7,Barbell Back Squat|Bench Press|Bent-Over Row|Overhead Press|Conventional Deadlift,High-protein chickpea meal for muscle gain.,"Focus on form, 3 sessions/week, and progressive consistency."
14.62,723.52,veg,soy_allergy,,fat_loss,76,beginner,moderate,71.99,3067.26,3,8754.98,30.22,87.87,3,poor,Lentil Greens Salad,HIIT Starter Circuit,beginner,71.32,High Knees|Bodyweight Squats|Burpees|Plank Shoulder Taps|Alternating Reverse Lunges,High-fiber lentils with leafy greens and lemon dressing.,"Focus on form, 3 sessions/week, and progressive consistency."
52.25,318.35,veg,none,,fat_loss,72,advanced,moderate,69.39,2891.94,22,13388.34,26.18,78.95,11,good,Low-Cal Veg Soup,Athlete HIIT Blast,advanced,69.88,Sprint Intervals|Box Jumps|Burpee Broad Jumps|Medicine Ball Slams|Skater Hops,Low-calorie vegetable soup for fat-loss support.,"Periodize training, recover well, and target performance blocks."
41.51,634.64,veg,none,,maintenance,73,beginner,moderate,51.05,1902.21,14,12737.59,22.57,61.16,4,poor,Veggie Brown Rice Plate,Mobility and Core Flow,intermediate,50.29,Cat-Cow Stretch|World's Greatest Stretch|Side Plank|Bird Dog|Glute Bridge March,Brown rice with mixed vegetables and legumes.,Use progressive overload and mix strength with conditioning.
